Nationality,Overall,Potential,Value,International Reputation,Age
Argentina,77,77,9000000,1,28
Spain,77,77,2700000,2,34
France,77,82,1.00E+07,1,24
England,77,77,9500000,3,27
Argentina,77,83,1.05E+07,1,23
Spain,77,78,8000000,1,28
Germany,77,78,7000000,1,26
England,77,84,1.25E+07,1,21
Argentina,77,77,6500000,1,32
Brazil,77,77,6500000,1,30
Spain,77,77,7000000,2,32
Spain,77,78,8500000,1,26
Spain,77,77,8500000,2,29
Germany,77,78,1.00E+07,2,27
England,77,77,3400000,3,33
Italy,77,77,6500000,2,30
Brazil,77,77,7500000,2,27
Colombia,77,77,8000000,3,31
Switzerland,77,84,1.10E+07,2,21
Colombia,77,77,7000000,1,32
Chile,77,77,4500000,2,34
England,77,77,9000000,2,29
Portugal,77,77,0,1,30
Colombia,77,77,5500000,2,33
Spain,77,83,9000000,1,23
Portugal,77,77,9500000,1,27
Spain,77,83,1.05E+07,1,21
Colombia,77,77,7000000,1,28
Argentina,77,82,1.20E+07,1,24
Brazil,77,77,8500000,1,30
Germany,77,77,8500000,2,30
Argentina,77,82,1.20E+07,2,23
England,77,77,9000000,2,28
Spain,77,77,6500000,1,30
Uruguay,77,77,6500000,1,30
Netherlands,77,77,4700000,3,34
France,77,84,1.05E+07,1,23
Portugal,77,77,7000000,1,28
France,77,78,8500000,1,26
Italy,77,77,9000000,2,27
Italy,77,77,5500000,2,33
Argentina,77,77,9000000,1,28
France,77,77,6500000,2,30
Switzerland,77,77,3600000,3,34
Uruguay,77,77,2500000,3,34
Argentina,77,77,3200000,1,37
Spain,77,77,5000000,1,32
Brazil,77,77,4700000,3,34
France,77,81,1.15E+07,1,24
Italy,77,77,9500000,2,27
Argentina,77,77,4500000,1,34
Spain,77,78,8000000,2,27
Italy,77,77,9000000,2,28
England,77,77,9000000,1,28
Italy,77,79,8500000,2,28
Argentina,77,77,8000000,2,31
England,77,89,1.45E+07,1,18
Brazil,77,77,6500000,2,29
Spain,77,83,1.25E+07,2,22
Mexico,77,77,9000000,1,28
Brazil,77,77,8000000,2,31
France,77,77,5500000,1,31
Colombia,77,77,5000000,2,32
France,77,77,9000000,2,28
Germany,77,84,1.10E+07,1,21
Portugal,77,83,1.05E+07,1,24
Spain,77,77,3200000,1,36
Germany,77,77,9500000,3,27
Argentina,77,77,8500000,1,30
France,77,81,9500000,1,25
Spain,77,83,1.05E+07,2,23
England,77,77,4100000,2,35
Denmark,77,77,6500000,2,32
Spain,77,77,5000000,2,32
Brazil,77,82,1.00E+07,2,23
Germany,77,79,9000000,2,24
France,77,86,1.20E+07,1,20
Belgium,77,77,5000000,3,32
Italy,77,77,6000000,2,31
Spain,77,83,1.05E+07,1,24
Brazil,77,77,9500000,1,26
Chile,77,82,1.00E+07,1,24
Italy,77,79,1.10E+07,1,25
Mexico,77,77,9000000,1,28
Germany,77,77,7000000,2,29
Germany,77,77,6500000,2,30
Italy,77,80,1.10E+07,2,25
Netherlands,77,78,1.05E+07,2,26
Italy,77,78,1.05E+07,2,26
Argentina,77,77,5500000,1,30
Argentina,77,83,1.20E+07,1,24
Germany,77,77,6500000,2,32
England,77,77,4700000,1,34
Brazil,77,77,8500000,1,29
England,77,78,7000000,1,28
Argentina,77,78,7000000,1,28
Switzerland,77,85,1.30E+07,1,21
Chile,77,82,1.20E+07,2,25
Belgium,77,82,1.20E+07,2,23
Germany,77,83,1.25E+07,1,23
Brazil,77,80,9500000,2,24
Mexico,77,77,6500000,3,30
Italy,77,89,1.60E+07,1,20
Italy,77,77,2100000,2,35
France,77,84,1.25E+07,2,23
Italy,77,77,5000000,3,32
Spain,77,77,6000000,1,29
Colombia,77,77,7000000,1,28
Italy,77,82,1.15E+07,2,23
England,77,77,2100000,2,35
Argentina,77,77,8500000,2,29
Portugal,77,78,8500000,2,26
Argentina,77,77,2700000,2,34
England,77,85,1.30E+07,1,22
France,77,77,6000000,2,31
Argentina,77,77,4700000,2,34
Italy,77,80,1.15E+07,2,25
Argentina,77,77,3200000,2,36
Germany,77,82,1.20E+07,2,23
Argentina,77,77,8000000,1,31
Denmark,77,78,1.05E+07,2,27
Spain,77,78,8000000,1,28
Belgium,77,81,1.15E+07,2,23
France,77,85,1.35E+07,1,21
France,77,84,1.10E+07,1,21
Brazil,77,77,2100000,1,35
Netherlands,77,83,1.25E+07,2,21
Spain,77,82,1.20E+07,1,25
England,77,84,1.25E+07,1,23
Germany,77,84,1.10E+07,1,21
Switzerland,77,78,8000000,1,27
Mexico,77,85,1.30E+07,1,23
France,77,88,1.30E+07,1,19
Brazil,77,77,6500000,2,29
Argentina,77,81,8000000,1,25
France,77,79,9000000,1,26
Argentina,77,78,1.05E+07,1,27
Brazil,77,77,2700000,2,34
Germany,77,77,9500000,2,27
Germany,77,79,9000000,1,24
Denmark,77,82,1.20E+07,2,24
Brazil,77,85,1.35E+07,1,21
Germany,77,78,1.05E+07,2,27
Spain,77,77,7000000,1,28
England,77,85,1.30E+07,1,22
Switzerland,77,83,1.00E+07,1,23
Argentina,77,79,1.10E+07,1,24
Brazil,77,80,9000000,1,25
Denmark,77,79,8500000,1,28
Mexico,77,77,9000000,2,28
Brazil,77,77,9000000,2,28
Spain,77,77,3200000,2,37
Sweden,77,82,1.00E+07,1,24
Mexico,77,77,5000000,3,32
Portugal,77,77,9000000,2,28
Brazil,77,92,1.75E+07,1,17
Switzerland,77,77,6500000,2,32
Spain,77,78,8500000,1,27
Netherlands,77,77,3600000,2,34
Germany,77,77,6500000,2,29
Uruguay,77,89,1.55E+07,1,21
France,77,85,1.10E+07,1,20
England,77,77,6500000,1,29
France,77,86,1.20E+07,2,21
France,77,77,9000000,2,27
Italy,77,80,9000000,1,25
Portugal,77,79,1.10E+07,1,25
Spain,77,77,7000000,2,28
Portugal,77,82,8500000,1,25
Argentina,77,80,1.10E+07,2,25
Brazil,77,78,7000000,1,28
Spain,77,77,9500000,1,26
Argentina,77,77,8500000,2,30
Spain,77,77,8000000,1,30
France,77,77,6500000,2,30
Germany,77,77,9000000,1,28
Argentina,77,77,4500000,2,34
Argentina,77,77,8500000,1,30
Italy,77,89,1.55E+07,2,21
Spain,77,83,1.05E+07,1,21
Brazil,77,77,6500000,1,30
Chile,77,77,7000000,2,32
Brazil,77,83,1.05E+07,1,23
Argentina,77,77,5000000,1,32
Argentina,77,78,8500000,2,27
Germany,77,81,1.00E+07,2,24
Argentina,77,77,5500000,1,33
Spain,77,77,8500000,2,30
Brazil,77,82,1.00E+07,2,24
Netherlands,77,77,7000000,2,28
Argentina,77,78,1.05E+07,2,27
Spain,77,77,7000000,2,28
France,77,80,9000000,1,27
Spain,77,79,9000000,2,25
Chile,77,77,7000000,1,32
Germany,77,82,1.00E+07,2,24
Argentina,77,82,1.00E+07,1,25
England,76,82,9000000,1,21
Sweden,76,76,4700000,1,31
France,76,76,6500000,1,31
Spain,76,79,9500000,1,25
England,76,76,6000000,2,28
Argentina,76,76,6000000,2,29
Croatia,76,78,6500000,1,28
Argentina,76,76,8000000,1,28
Spain,76,81,8500000,1,24
Brazil,76,82,1.05E+07,1,22
Portugal,76,79,1.00E+07,2,23
Spain,76,76,3100000,1,34
Denmark,76,76,5000000,1,29
Spain,76,76,6500000,2,31
Mexico,76,80,8500000,3,25
Spain,76,77,7500000,2,25
Switzerland,76,76,3100000,2,33
Germany,76,76,5500000,2,30
Argentina,76,76,4500000,2,33
France,76,79,8000000,1,24
Spain,76,79,9500000,2,25
England,76,78,9500000,1,25
Germany,76,76,4900000,1,30
Germany,76,79,8000000,2,26
Belgium,76,83,9500000,1,23
Germany,76,77,7500000,2,27
Brazil,76,86,1.25E+07,1,20
Brazil,76,76,7500000,1,29
Brazil,76,76,6000000,1,28
Brazil,76,80,8500000,1,24
Croatia,76,83,1.10E+07,1,22
England,76,76,7500000,2,28
Croatia,76,80,1.00E+07,1,24
Colombia,76,77,8500000,1,27
Germany,76,76,6000000,2,29
Spain,76,81,8500000,1,21
Italy,76,76,6000000,2,29
Chile,76,76,5000000,2,31
Wales,76,76,8000000,1,28
Spain,76,84,1.00E+07,1,23
Germany,76,76,7000000,2,31
France,76,77,7500000,2,26
Spain,76,81,1.05E+07,1,24
Brazil,76,76,7000000,1,31
Switzerland,76,77,9000000,2,26
Brazil,76,76,8000000,3,28
Spain,76,76,7500000,1,29
Croatia,76,83,1.05E+07,1,23
Brazil,76,78,7500000,1,27
Uruguay,76,76,7500000,1,30
Portugal,76,83,1.10E+07,1,23
Italy,76,76,6500000,2,27
Sweden,76,76,4300000,2,32
Croatia,76,85,1.05E+07,1,20
Colombia,76,76,4700000,1,33
England,76,76,6500000,2,31
Belgium,76,76,8000000,3,27
Italy,76,76,6500000,1,31
Colombia,76,76,7500000,2,30
Spain,76,77,9000000,1,26
France,76,76,5000000,1,31
Poland,76,77,9000000,2,27
Brazil,76,76,5500000,1,30
Brazil,76,76,2300000,1,34
Uruguay,76,85,1.15E+07,1,22
Germany,76,76,8000000,1,27
Spain,76,80,8500000,2,26
Argentina,76,76,1000000,2,36
Italy,76,79,1.00E+07,1,24
Italy,76,76,8000000,2,27
Portugal,76,76,8000000,1,27
Argentina,76,76,525000,2,40
Brazil,76,83,1.10E+07,1,22
France,76,76,8000000,2,27
Chile,76,76,8000000,2,28
Argentina,76,83,9500000,1,24
Portugal,76,76,3900000,3,34
France,76,80,8500000,1,25
France,76,78,7500000,2,27
Spain,76,76,6500000,1,31
Spain,76,77,6000000,1,28
Spain,76,77,7000000,1,27
Argentina,76,77,9000000,1,26
Spain,76,76,4800000,3,33
Sweden,76,76,7500000,2,28
Portugal,76,86,1.20E+07,1,19
Italy,76,76,6000000,2,28
England,76,81,8500000,1,23
Mexico,76,82,1.05E+07,2,24
Portugal,76,76,7500000,1,28
Italy,76,76,3100000,2,33
Italy,76,79,9500000,1,26
Netherlands,76,76,8000000,2,27
Spain,76,81,8500000,1,22
Brazil,76,76,5000000,2,31
Argentina,76,79,1.00E+07,2,24
Netherlands,76,76,6500000,1,27
France,76,79,8000000,1,24
Denmark,76,85,1.20E+07,2,20
Brazil,76,76,5500000,1,30
Argentina,76,80,1.00E+07,1,24
Italy,76,81,8500000,1,26
Italy,76,76,8000000,2,28
Spain,76,76,4800000,3,33
Brazil,76,79,9500000,1,26
Argentina,76,76,6000000,2,29
Brazil,76,76,6500000,1,26
Brazil,76,84,1.15E+07,1,22
Argentina,76,76,7000000,2,31
Italy,76,76,8000000,2,27
Spain,76,76,7500000,1,29
England,76,76,8000000,2,28
England,76,77,9000000,1,27
Colombia,76,76,6000000,3,32
Spain,76,76,5000000,2,29
Colombia,76,76,3900000,1,33
Switzerland,76,78,7500000,2,25
Belgium,76,76,1800000,2,35
Switzerland,76,76,8000000,2,27
Brazil,76,77,7500000,1,27
Portugal,76,76,1000000,2,36
Italy,76,76,8000000,2,28
Brazil,76,76,7500000,1,30
Netherlands,76,78,6500000,1,28
Germany,76,77,9000000,1,25
Switzerland,76,77,7000000,1,28
Brazil,76,76,6500000,1,26
Switzerland,76,77,7500000,1,26
Argentina,76,78,7500000,1,28
Argentina,76,76,3900000,1,33
France,76,81,1.05E+07,1,24
France,76,76,5500000,1,30
Brazil,76,76,5500000,1,30
Spain,76,81,1.05E+07,1,23
Argentina,76,76,7500000,1,30
Brazil,76,79,8000000,1,26
Germany,76,76,6000000,1,29
France,76,78,7500000,1,27
Spain,76,76,4700000,1,31
Spain,76,76,8000000,1,28
France,76,76,3400000,2,35
Argentina,76,76,5000000,1,31
Croatia,76,83,9500000,2,22
Brazil,76,81,8500000,1,25
France,76,76,6000000,2,32
Switzerland,76,76,5500000,2,30
France,76,76,5500000,2,30
Brazil,76,76,5500000,1,30
Italy,76,77,9000000,2,26
Netherlands,76,77,7500000,2,26
France,76,76,8500000,1,26
Brazil,76,80,8500000,1,24
Italy,76,76,5000000,2,31
France,76,85,1.20E+07,1,21
France,76,77,9000000,1,26
Netherlands,76,81,8500000,1,22
Italy,76,81,1.05E+07,1,23
Spain,76,83,1.10E+07,1,23
Colombia,76,82,9000000,1,25
Wales,76,76,7500000,2,28
Brazil,76,76,8000000,2,28
Brazil,76,76,8000000,1,28
Colombia,76,76,7500000,1,30
Denmark,76,81,1.00E+07,2,22
Croatia,76,76,7500000,1,29
Portugal,76,76,4300000,2,32
Argentina,76,76,4800000,2,33
Italy,76,76,5000000,2,31
Switzerland,76,86,1.25E+07,2,21
France,76,77,9000000,2,26
Mexico,76,80,8500000,1,24
Italy,76,76,5500000,2,30
Germany,76,78,6000000,1,27
Germany,76,81,8500000,1,22
Argentina,76,83,9000000,1,22
Sweden,76,78,7500000,1,27
France,76,76,6000000,2,29
Spain,76,83,8000000,1,22
Brazil,76,76,4300000,2,32
Argentina,76,76,4400000,2,32
Netherlands,76,76,7000000,2,30
Germany,76,76,7500000,2,30
Chile,76,76,7500000,1,29
Spain,76,77,7000000,1,27
Spain,76,79,8000000,1,27
England,76,76,6500000,1,27
Brazil,76,76,6000000,1,29
England,76,76,7500000,1,29
Portugal,76,76,5000000,2,31
Spain,76,87,1.15E+07,1,21
Netherlands,76,79,8000000,2,24
England,76,76,7000000,2,31
England,76,77,5500000,2,30
Brazil,76,76,6000000,2,29
Italy,76,78,7500000,1,25
Spain,76,80,8500000,1,24
Brazil,76,76,5500000,1,26
Brazil,76,76,4900000,1,30
France,76,82,1.05E+07,2,22
England,76,76,6000000,2,28
Spain,76,81,1.05E+07,1,22
England,76,76,3100000,2,33
Spain,76,83,1.05E+07,1,24
France,76,76,7500000,2,28
England,76,84,1.15E+07,1,22
Italy,76,76,4800000,1,33
Denmark,76,81,8500000,1,24
Switzerland,76,76,5000000,2,31
Germany,76,76,7000000,2,31
Spain,76,76,5500000,1,30
Spain,76,78,6000000,1,27
France,76,81,8500000,1,24
Mexico,76,76,8000000,1,27
France,76,77,7500000,2,26
France,76,77,9000000,2,26
Argentina,76,76,3000000,3,33
Brazil,76,76,5500000,1,30
France,76,83,9500000,1,21
Spain,76,76,5500000,2,30
England,76,79,9500000,1,25
Sweden,76,76,5500000,1,28
Netherlands,76,80,8500000,2,24
England,76,83,9500000,1,22
Colombia,76,76,7500000,2,30
Mexico,76,76,5500000,1,30
Brazil,76,80,8500000,1,24
Argentina,76,80,1.00E+07,1,24
Germany,76,77,7500000,1,26
Poland,76,83,1.05E+07,2,23
Germany,76,84,1.00E+07,1,20
Spain,76,76,5000000,1,31
France,76,76,7000000,2,31
Poland,76,79,6500000,2,27
Spain,76,76,6000000,1,28
Spain,76,76,5500000,1,30
Croatia,76,84,1.15E+07,1,20
Brazil,76,76,4700000,2,33
Belgium,76,79,6500000,1,26
England,76,83,1.10E+07,1,22
Croatia,76,83,1.10E+07,2,23
Uruguay,76,81,8500000,1,22
Croatia,76,88,1.40E+07,1,21
France,76,84,1.15E+07,1,20
Brazil,76,76,4300000,1,32
Germany,76,84,9500000,2,21
Brazil,76,76,2200000,1,34
Belgium,76,81,1.00E+07,2,24
Mexico,76,76,4400000,2,32
France,76,76,4300000,3,32
Spain,76,78,9500000,1,26
France,76,76,6500000,2,31
Argentina,76,76,6000000,2,29
Argentina,76,76,3100000,1,33
Argentina,76,76,7000000,1,30
Germany,76,76,5000000,2,29
Brazil,76,76,5500000,1,30
Argentina,76,77,7000000,1,28
England,76,76,6000000,2,28
Portugal,76,78,7500000,1,27
Portugal,76,80,1.00E+07,1,25
England,76,76,6000000,1,29
Germany,76,76,8000000,2,27
France,76,82,9000000,1,23
England,76,76,8000000,2,28
Netherlands,76,77,8500000,2,27
Spain,76,80,8000000,1,25
Brazil,76,76,3900000,1,34
Brazil,75,75,2700000,2,33
Brazil,75,78,7000000,1,26
Chile,75,78,7000000,2,25
Spain,75,80,9000000,1,22
Spain,75,81,9000000,1,24
Spain,75,83,8500000,1,21
Denmark,75,78,8500000,1,24
Argentina,75,75,6500000,1,30
England,75,75,6500000,1,28
Brazil,75,80,9000000,1,23
Netherlands,75,78,7000000,1,23
Brazil,75,75,7000000,1,26
Spain,75,76,8000000,1,26
Chile,75,79,7500000,1,24
Denmark,75,76,8000000,2,27
Argentina,75,75,6500000,2,30
Portugal,75,75,3800000,2,32
Spain,75,75,4900000,1,30
Spain,75,75,5000000,1,29
Brazil,75,75,7000000,1,27
Portugal,75,82,8000000,1,22
Spain,75,75,4800000,1,30
Mexico,75,75,1600000,2,35
Germany,75,76,6500000,2,26
Chile,75,75,7000000,2,27
Belgium,75,81,9000000,1,22
Brazil,75,75,2700000,1,34
Spain,75,75,5000000,1,29
Croatia,75,81,9000000,2,22
Sweden,75,75,6500000,2,29
Argentina,75,78,5500000,1,27
Belgium,75,76,8000000,1,26
Argentina,75,75,3400000,1,34
Spain,75,83,1.00E+07,1,21
Italy,75,75,900000,2,37
Spain,75,75,5000000,1,32
France,75,75,6500000,1,30
Brazil,75,82,9000000,1,22
Mexico,75,75,5000000,1,29
France,75,81,9000000,1,20
France,75,75,5500000,1,28
Argentina,75,75,5500000,1,31
Spain,75,75,3700000,1,32
France,75,75,6000000,1,30
France,75,75,1600000,1,35
Italy,75,78,5500000,1,27
Netherlands,75,78,7000000,2,26
Argentina,75,85,9500000,1,21
Spain,75,85,1.10E+07,1,20
Argentina,75,75,6500000,2,29
Spain,75,76,7500000,1,27
Argentina,75,76,8000000,1,27
Netherlands,75,75,5500000,1,27
Italy,75,79,7000000,1,26
Germany,75,76,6500000,1,27
Mexico,75,78,7000000,1,26
Portugal,75,78,8500000,1,24
Uruguay,75,81,8000000,1,23
Brazil,75,75,5500000,1,26
Portugal,75,81,9000000,1,24
Germany,75,77,6500000,2,26
Italy,75,79,7000000,2,23
Argentina,75,75,5500000,1,31
Brazil,75,75,900000,2,36
Switzerland,75,75,5000000,1,29
Germany,75,75,6500000,2,28
Brazil,75,76,6500000,1,26
Italy,75,75,2700000,2,33
Spain,75,75,6500000,1,28
Denmark,75,80,6500000,1,25
Argentina,75,75,1600000,2,35
Colombia,75,75,6500000,1,29
Brazil,75,75,6000000,1,30
Germany,75,75,5500000,2,28
Germany,75,75,3800000,1,32
Brazil,75,75,6000000,1,26
Italy,75,83,9500000,1,23
Uruguay,75,75,2700000,1,34
Argentina,75,75,4400000,1,31
Spain,75,75,2900000,2,35
France,75,75,1900000,2,34
Mexico,75,83,9500000,1,22
France,75,75,6500000,2,30
Brazil,75,75,5000000,2,29
England,75,79,8500000,2,24
Spain,75,76,6000000,2,29
Spain,75,81,9000000,1,23
Uruguay,75,79,7500000,2,24
France,75,75,1600000,2,35
Brazil,75,75,7000000,1,26
Wales,75,76,6500000,1,26
France,75,83,8500000,1,20
Brazil,75,75,3400000,1,34
Uruguay,75,75,7000000,2,27
Brazil,75,75,7000000,1,26
Brazil,75,75,5000000,1,29
Brazil,75,75,7000000,1,26
Colombia,75,76,8000000,1,26
Spain,75,75,450000,2,37
Colombia,75,75,5000000,1,29
Italy,75,80,7500000,1,23
Portugal,75,82,9500000,1,21
Netherlands,75,79,9000000,1,24
Mexico,75,75,3500000,2,34
Italy,75,75,2000000,2,34
Netherlands,75,75,3800000,1,32
Spain,75,75,7000000,1,27
Italy,75,75,6500000,2,30
Uruguay,75,85,9500000,1,20
France,75,75,2700000,2,33
Argentina,75,75,4500000,1,31
France,75,76,6500000,2,26
Brazil,75,75,4900000,1,30
Brazil,75,87,1.20E+07,1,21
Mexico,75,76,8000000,3,25
Brazil,75,77,6500000,1,27
France,75,80,9000000,1,23
Spain,75,76,5500000,1,28
Brazil,75,75,6000000,1,26
France,75,81,8000000,1,24
Denmark,75,76,8000000,1,26
Brazil,75,77,6500000,1,26
Netherlands,75,75,4900000,1,30
Switzerland,75,75,2000000,3,34
Italy,75,75,5000000,2,32
Brazil,75,75,5000000,1,29
Denmark,75,81,9000000,1,22
Spain,75,78,8500000,1,24
Italy,75,89,1.20E+07,1,21
France,75,75,5000000,3,29
Chile,75,79,8500000,1,24
Portugal,75,75,4000000,1,31
Netherlands,75,80,7500000,1,23
Argentina,75,75,2700000,2,33
England,75,75,6500000,1,28
Italy,75,75,6500000,1,28
Italy,75,79,8500000,2,24
Spain,75,75,7000000,2,27
Colombia,75,76,5000000,1,29
Portugal,75,75,6500000,2,30
Wales,75,75,4000000,2,31
Germany,75,79,8500000,1,23
Spain,75,78,7000000,1,26
Brazil,75,80,7500000,1,23
Spain,75,75,4700000,1,28
England,75,75,7000000,1,27
Brazil,75,80,9000000,1,21
Colombia,75,75,900000,1,37
Switzerland,75,78,8500000,2,25
England,75,86,1.10E+07,1,19
Switzerland,75,75,7000000,1,26
Brazil,75,75,7500000,1,26
England,75,88,1.20E+07,1,18
Brazil,75,75,6000000,1,26
Spain,75,75,7000000,1,28
Brazil,75,75,7000000,1,28
France,75,81,9000000,2,22
Spain,75,75,5000000,1,29
Portugal,75,84,1.00E+07,3,20
Argentina,75,75,2700000,1,33
France,75,75,4400000,1,31
England,75,84,1.00E+07,1,20
Netherlands,75,75,6500000,1,29
Brazil,75,82,9500000,1,23
Sweden,75,77,8000000,1,25
Netherlands,75,86,1.10E+07,1,19
Mexico,75,75,4500000,1,31
Portugal,75,80,6500000,1,23
Uruguay,75,78,8500000,2,25
Germany,75,82,8000000,1,22
Argentina,75,79,7500000,1,23
Italy,75,83,8500000,1,20
Italy,75,75,6500000,1,30
Colombia,75,78,8500000,1,25
Spain,75,76,8000000,2,26
Netherlands,75,75,6500000,1,29
Switzerland,75,80,7500000,2,26
Spain,75,78,7000000,1,26
Mexico,75,75,6500000,3,29
Brazil,75,75,7000000,1,26
Germany,75,75,5500000,2,28
Spain,75,81,9500000,2,22
France,75,75,5000000,2,29
Denmark,75,75,3400000,1,33
Portugal,75,82,9500000,1,23
Spain,75,83,1.00E+07,1,21
Spain,75,75,5500000,1,28
Spain,75,75,4000000,2,33
Brazil,75,75,450000,1,37
Belgium,75,75,6000000,2,30
Portugal,75,78,8500000,1,24
Argentina,75,75,6500000,2,30
Germany,75,75,4500000,2,31
Belgium,75,82,8000000,2,23
France,75,78,8500000,1,25
France,75,85,9000000,1,19
Germany,75,76,8000000,2,24
Belgium,75,80,7500000,1,24
Germany,75,81,8000000,1,23
France,75,80,7500000,1,23
Italy,75,75,900000,2,37
Germany,75,75,6500000,1,28
France,75,83,7500000,1,22
France,75,85,1.05E+07,1,19
France,75,77,8000000,1,24
Italy,75,75,7000000,1,27
Spain,75,75,5500000,1,28
Colombia,75,81,9500000,1,24
England,75,84,9000000,1,24
France,75,84,9000000,1,23
Uruguay,75,80,7500000,1,22
Italy,75,78,8000000,2,25
Brazil,75,82,8000000,1,22
Chile,75,75,4800000,2,30
Brazil,75,82,8000000,1,21
Sweden,75,75,6000000,2,31
Uruguay,75,75,6500000,1,28
Portugal,75,81,7500000,1,21
Argentina,75,75,4500000,2,31
Argentina,75,75,6500000,1,28
Italy,75,85,1.05E+07,1,21
Netherlands,75,75,5500000,1,28
France,75,75,6500000,1,28
Italy,75,79,8500000,2,23
Spain,75,80,7500000,1,22
Portugal,75,75,4800000,1,30
Brazil,75,78,8500000,1,25
Italy,75,75,3900000,2,33
England,75,75,4400000,1,31
Spain,75,76,8000000,1,26
England,75,76,6000000,1,28
Spain,75,84,1.05E+07,1,21
Spain,75,84,1.00E+07,1,22
Italy,75,75,5000000,2,32
Spain,75,77,5500000,1,28
Mexico,75,80,9000000,1,23
Netherlands,75,75,6500000,1,30
Argentina,75,75,5000000,1,29
Portugal,75,75,4400000,1,31
Portugal,75,81,9000000,1,24
Spain,75,78,8500000,1,25
Chile,75,75,4300000,1,30
Netherlands,75,78,5500000,1,27
Portugal,75,79,7000000,1,25
France,75,75,6500000,2,30
Portugal,75,75,7000000,2,26
Switzerland,75,80,6500000,1,24
Brazil,75,75,2700000,1,34
Colombia,75,75,4400000,1,31
Spain,75,81,8000000,1,24
Spain,75,78,8500000,2,25
Colombia,75,75,4900000,1,30
Germany,75,76,6500000,2,25
France,75,80,7500000,2,25
Spain,75,82,9000000,1,22
England,75,81,8000000,1,23
Germany,75,75,7000000,1,27
Netherlands,75,79,7000000,1,25
Argentina,75,75,2000000,2,34
Argentina,75,75,450000,1,39
Netherlands,75,80,9000000,1,24
Argentina,75,75,6500000,1,28
France,75,84,1.05E+07,1,20
France,75,84,8500000,1,19
Spain,75,75,3900000,1,33
Germany,75,85,1.05E+07,1,21
Italy,75,75,775000,2,36
Italy,75,75,2700000,2,33
Argentina,75,81,8000000,1,24
Sweden,75,78,0,1,26
Sweden,75,77,7000000,1,25
Germany,75,75,6000000,2,30
Spain,75,85,1.05E+07,1,22
Belgium,75,75,6500000,1,29
Croatia,75,84,1.05E+07,1,20
Spain,75,75,7000000,1,27
Belgium,75,85,1.10E+07,1,21
Portugal,75,78,8500000,1,25
France,75,78,6000000,2,24
England,75,75,2700000,1,33
Brazil,75,75,5500000,1,26
Italy,75,75,3800000,2,32
Spain,75,75,5000000,1,29
Belgium,75,77,6500000,1,27
France,75,77,6500000,1,26
Argentina,75,80,6500000,1,25
Spain,75,80,9000000,1,22
Portugal,75,75,1600000,1,35
Portugal,75,75,3200000,1,34
Belgium,75,79,8500000,1,23
Argentina,75,78,6000000,1,26
Colombia,75,82,9500000,1,22
Chile,75,75,5000000,2,32
Uruguay,75,75,5500000,1,28
Switzerland,75,75,4900000,1,30
Denmark,75,79,8500000,2,25
Brazil,75,78,8000000,1,25
Colombia,75,75,7000000,1,27
Spain,75,76,6000000,1,28
Netherlands,75,75,3800000,2,32
England,75,75,5500000,1,31
Germany,75,75,6500000,2,28
England,75,75,4500000,2,31
Spain,75,78,7000000,1,26
England,75,76,6000000,2,28
Argentina,75,77,8000000,1,26
Switzerland,75,75,4500000,2,31
Brazil,75,75,4400000,1,31
Colombia,75,75,6000000,2,31
Poland,75,75,6000000,2,31
Netherlands,75,78,8500000,2,24
Chile,75,75,2400000,2,37
Uruguay,75,75,6500000,1,28
Colombia,75,82,9000000,1,19
France,75,75,5500000,2,27
Spain,75,78,8000000,2,25
Argentina,75,75,2700000,1,33
Belgium,75,79,7000000,1,25
Brazil,75,75,2000000,1,34
France,75,75,7000000,1,28
Brazil,75,75,4200000,2,33
Belgium,75,75,3800000,1,32
Spain,75,75,4500000,1,31
Brazil,75,75,4900000,1,30
Spain,75,76,8000000,2,25
France,75,75,6500000,1,29
Spain,75,78,7000000,1,25
Uruguay,75,75,6500000,1,28
Netherlands,75,84,1.05E+07,1,21
Argentina,75,78,7000000,1,26
Spain,75,78,7000000,1,26
Germany,75,75,5000000,1,32
Spain,75,76,8000000,1,27
France,75,75,6500000,1,28
England,75,80,6500000,1,25
Spain,75,81,9000000,1,24
Mexico,75,75,450000,2,37
Argentina,75,75,6500000,1,29
England,75,75,6500000,2,29
Argentina,74,74,4400000,1,29
England,74,81,8000000,1,22
Brazil,74,74,1700000,1,34
Spain,74,74,4400000,2,29
Argentina,74,74,4900000,1,31
Brazil,74,74,4400000,1,28
Germany,74,74,4700000,1,27
Spain,74,74,6000000,1,27
Denmark,74,74,2400000,2,35
Spain,74,81,7000000,1,23
Belgium,74,74,5500000,2,29
Mexico,74,77,5000000,1,25
Italy,74,74,650000,2,36
Spain,74,81,8000000,1,21
Brazil,74,74,2300000,1,34
Argentina,74,76,5500000,1,27
Italy,74,74,5500000,1,28
Brazil,74,74,4200000,1,30
Colombia,74,84,9000000,1,22
Wales,74,74,4400000,1,29
Uruguay,74,80,6500000,1,24
Germany,74,80,6500000,2,24
Brazil,74,74,4900000,1,26
Argentina,74,74,6000000,1,28
Brazil,74,74,6000000,1,27
Germany,74,78,7500000,1,24
Brazil,74,74,4400000,1,29
Argentina,74,79,6500000,1,24
Spain,74,78,6000000,1,24
Portugal,74,74,5500000,1,30
Argentina,74,77,4700000,1,27
Portugal,74,74,6000000,1,27
Argentina,74,79,6500000,1,25
England,74,82,8500000,1,21
